Time,current,goods,services,primary,secondary,financial,fdi,portfolio,other,deriv,capital,reserves,errors
1960-01-31,0.7586076428301173,1.5664018161180475,-0.4521377222852819,1.4566780174044645,-1.812334468407113,-0.6772606886114264,-1.1180476730987514,-0.13053348467650397,0.270525917517972,-0.0,,-0.30079455164585694,-0.08134695421869088
1960-02-29,0.7586076428301173,1.5664018161180475,-0.4521377222852819,1.4566780174044645,-1.812334468407113,-0.6772606886114264,-1.1180476730987514,-0.13053348467650397,0.270525917517972,-0.0,,-0.30079455164585694,-0.08134695421869088
1960-03-31,0.7389689080214061,1.5258510120741253,-0.44043284044168596,1.4189677286196576,-1.7654169922306908,-0.6597278530465421,-1.0891038020963866,-0.1271542510061771,0.26352257817222213,-0.0,,-0.2930076218837994,-0.079241054974864
1960-04-30,1.1609735961433563,2.1947929412805354,-0.3777771225545842,1.5037372292904423,-2.159779451873037,-0.7629255060370627,-1.0319765299052055,-0.2561513172443278,0.20270967551709396,-0.0,,-0.3224926655953767,-0.39804809010629355
1960-05-31,1.1609735961433563,2.1947929412805354,-0.3777771225545842,1.5037372292904423,-2.159779451873037,-0.7629255060370627,-1.0319765299052055,-0.2561513172443278,0.20270967551709396,-0.0,,-0.3224926655953767,-0.39804809010629355
1960-06-30,1.164337990685296,2.2011532490574406,-0.37887188585791376,1.508094921268574,-2.1660382937828047,-0.7651363938789087,-1.0349671028313743,-0.25689362016707323,0.20329710948473423,-0.0,,-0.3234272196348044,-0.39920159680638717
1960-07-31,0.6597915280550011,2.173430915945886,-1.4009018999038958,1.5413617210024395,-1.6559473645301988,-0.29385673098247944,-1.0996525467583351,0.049900199600798396,-0.611739483994973,-0.0,,-1.3676351001700302,-0.3640866415317513
1960-08-31,0.6597915280550011,2.173430915945886,-1.4009018999038958,1.5413617210024395,-1.6559473645301988,-0.29385673098247944,-1.0996525467583351,0.049900199600798396,-0.611739483994973,-0.0,,-1.3676351001700302,-0.3640866415317513
1960-09-30,0.6543207161237821,2.1554094178195173,-1.3892860023020357,1.5285811687597597,-1.6422166992910607,-0.29142015087865925,-1.09053452687297,0.049486440715244016,-0.6066671065461396,-0.0,,-1.3562950418252064,-0.3610677341075212
1960-10-31,2.633778344733543,3.1103144405099665,-0.33540809818109835,1.7558522298223618,-1.8969802274176875,-1.601894414263825,-1.6110585699518332,0.16678763352174836,-2.120585626205086,-0.0,,-1.9629621483713462,-1.0318839304697178
1960-11-30,2.633778344733543,3.1103144405099665,-0.33540809818109835,1.7558522298223618,-1.8969802274176875,-1.601894414263825,-1.6110585699518332,0.16678763352174836,-2.120585626205086,-0.0,,-1.9629621483713462,-1.0318839304697178
1960-12-31,2.6601406523916276,3.1414465463525345,-0.33876530228786905,1.7734271015944183,-1.915967693267456,-1.6179282743147407,-1.627184156890912,0.1684570628863174,-2.1418112281260355,-0.0,,-1.9826100478158895,-1.0422123780768868
1961-01-31,2.3732082925303177,3.059994779682227,-0.5664600136616826,1.7160406296221564,-1.834515926597149,-2.093680638729945,-1.323591208392494,-0.08700529621601008,-1.3698706212733502,-0.0,,-0.6867864871519094,-0.2795276538003728
1961-02-28,2.3732082925303177,3.059994779682227,-0.5664600136616826,1.7160406296221564,-1.834515926597149,-2.093680638729945,-1.323591208392494,-0.08700529621601008,-1.3698706212733502,-0.0,,-0.6867864871519094,-0.2795276538003728
1961-03-31,2.3522158901173906,3.0329273528580707,-0.5614493466270839,1.7008612559585188,-1.8182885702857519,-2.0751608203765746,-1.3118832772495586,-0.08623568395906189,-1.3577533219086342,-0.0,,-0.6807114627406801,-0.2770550697408159
1961-04-30,1.8531498042266492,2.7558722831172546,-0.3412731322635216,1.6604956166585323,-2.2219449632856163,-1.1137246843223525,-0.9944625682087563,-0.8091475877860914,1.2770220433086612,-0.0,,0.5871365716361661,-0.7394251199042967
1961-05-31,1.8531498042266492,2.7558722831172546,-0.3412731322635216,1.6604956166585323,-2.2219449632856163,-1.1137246843223525,-0.9944625682087563,-0.8091475877860914,1.2770220433086612,-0.0,,0.5871365716361661,-0.7394251199042967
1961-06-30,1.8180345426563107,2.7036513693760185,-0.3348063613208651,1.6290309515880803,-2.179841416986923,-1.0926207597944362,-0.9756185367521983,-0.7938150824865673,1.2528238036522694,-0.0,,0.57601094420794,-0.7254137828618744
1961-07-31,0.6462122780332826,1.8504351582680072,-1.2078229486360241,1.6488313277952282,-1.6452312593939287,-0.9396178527392021,-1.125021375406133,0.8370159033021628,-0.27000513009747185,-0.0,,0.38160725053776023,0.2916055405052696
1961-08-31,0.6462122780332826,1.8504351582680072,-1.2078229486360241,1.6488313277952282,-1.6452312593939287,-0.9396178527392021,-1.125021375406133,0.8370159033021628,-0.27000513009747185,-0.0,,0.38160725053776023,0.2916055405052696
1961-09-30,0.6324163589729136,1.8109304095380365,-1.1820372614786212,1.6136305983821415,-1.6101073874686436,-0.9195580484230108,-1.1010034104681643,0.8191465373883142,-0.2642408185123594,-0.0,,0.3734603568308013,0.2853800839933482
1961-10-31,2.0610783843964033,2.4451083739676993,-0.3769835677442995,1.7739366949463062,-1.7827447222300516,-1.0093999267172131,-0.812100115561318,-0.05284816370247188,-1.4973646382367034,-0.0,,-1.3529129907832802,-1.0516784576791904
1961-11-30,2.0610783843964033,2.4451083739676993,-0.3769835677442995,1.7739366949463062,-1.7827447222300516,-1.0093999267172131,-0.812100115561318,-0.05284816370247188,-1.4973646382367034,-0.0,,-1.3529129907832802,-1.0516784576791904
1961-12-31,2.0151150854615474,2.390580973180024,-0.36857660537501813,1.7343768299656226,-1.7429884328949454,-0.986889695700399,-0.7939897900835671,-0.05166961757593712,-1.463972497984885,-0.0,,-1.3227422099439903,-1.0282253897611486
1962-01-31,1.2762395541256468,1.9031642473803505,-0.2979614613545707,1.5897019007529987,-1.9203874532389962,-1.5259760390760095,-0.7784889048107859,-0.10850619690946794,-1.3744118275199273,-0.0,,-0.7354308901641716,0.24973648495036274
1962-02-28,1.2762395541256468,1.9031642473803505,-0.2979614613545707,1.5897019007529987,-1.9203874532389962,-1.5259760390760095,-0.7784889048107859,-0.10850619690946794,-1.3744118275199273,-0.0,,-0.7354308901641716,0.24973648495036274
1962-03-31,1.2474474464363574,1.860228648194568,-0.29123941731914954,1.5538380473154627,-1.8770632965945189,-1.4915498482356446,-0.760926107677778,-0.1060582849196903,-1.3434049423160772,-0.0,,-0.718839486677901,0.24410240179928722
1962-04-30,1.9763877221542288,2.3854696782730342,-0.018518113239945927,1.7609042226348581,-2.1514680655137175,-1.720501066474976,-1.1228710482767212,0.24073547211929705,-0.5639607213983532,-0.0,,0.27440476891919874,-0.2558866556792528
1962-05-31,1.9763877221542288,2.3854696782730342,-0.018518113239945927,1.7609042226348581,-2.1514680655137175,-1.720501066474976,-1.1228710482767212,0.24073547211929705,-0.5639607213983532,-0.0,,0.27440476891919874,-0.2558866556792528
1962-06-30,1.9554738276318113,2.36022692824044,-0.018322156817674552,1.742270548298871,-2.1287014920898253,-1.7022949334239448,-1.1109889633989933,0.23818803862976917,-0.5579929576291796,-0.0,,0.2715010510255411,-0.25317889420786654
1962-07-31,0.6812511034935357,1.6323376073928237,-1.1892745425290574,1.7322766445801394,-1.4940886059503704,0.03331301239577191,-1.1309767708364564,0.8994513346858417,-1.202599747487366,-0.0,,-1.4674381960337528,-0.7128984652695189
1962-08-31,0.6812511034935357,1.6323376073928237,-1.1892745425290574,1.7322766445801394,-1.4940886059503704,0.03331301239577191,-1.1309767708364564,0.8994513346858417,-1.202599747487366,-0.0,,-1.4674381960337528,-0.7128984652695189
1962-09-30,0.6715630013119287,1.6091240618232032,-1.1723618164711909,1.7076418615266646,-1.472841105566748,0.03283926656782047,-1.114893099977505,0.8866601973311528,-1.1854975230983191,-0.0,,-1.4465696923124918,-0.7027603045513581
1962-10-31,1.7454070180796581,1.673160631630453,-0.41541672208292896,2.1099228769824654,-1.6206178051219402,-0.6140942848182428,-1.1608680731724537,-0.18225792945140362,0.08866601973311528,-0.0,,-0.6403656980724992,-1.1296707699330242
1962-11-30,1.7454070180796581,1.673160631630453,-0.41541672208292896,2.1099228769824654,-1.6206178051219402,-0.6140942848182428,-1.1608680731724537,-0.18225792945140362,0.08866601973311528,-0.0,,-0.6403656980724992,-1.1296707699330242
